	Unnamed: 0	Unnamed: 0.1	user	sex	age	user_1grams	user_2grams	user_3grams	avr_mentions	avr_punctuation	avr_text_size	avr_starts_with_capital	avr_ends_with_punctuation	avr_capitals	avr_words_count	vocabulary_richness
0	0	0	4905cc7a1396110c1a635c4e7b023de2	FEMALE	"50-64
"	0.42592592592592593	0.48148148148148145	0.5462962962962963	0.6851851851851852	2.1481481481481484	74.66666666666667	0.7962962962962963	0.24074074074074073	0	0.06481481481481481	0.0
1	1	1	6733b2957179358024cc5c493f28924a	MALE	"50-64
"	1.3	1.4727272727272727	1.5	1.2	2.5636363636363635	88.63636363636364	0.23636363636363636	0.7636363636363637	0	0.17272727272727273	0.0
2	2	2	9aa58b658935d017e0827d1b42e75596	MALE	"18-24
"	0.753259779338014	1.0030090270812437	1.0341023069207622	0.4944834503510532	3.477432296890672	103.52858575727181	0.6760280842527583	0.563691073219659	0	0.01905717151454363	35.26912181303116
3	3	3	454904ba35745fd0499f229c4b3e851c	FEMALE	"35-49
"	0.6156156156156156	0.8248248248248248	0.8698698698698699	1.2072072072072073	4.055055055055055	135.67167167167167	0.8538538538538538	0.6536536536536537	0	0.01701701701701702	24.653739612188367
4	4	4	4dc094fb37152396199cb951207bb75d	MALE	"35-49
"	0.6957104557640751	0.8136729222520107	0.8203753351206434	0.30294906166219837	1.938337801608579	82.53619302949062	0.1903485254691689	0.3190348525469169	0	0.006702412868632708	0.0
5	5	5	2213767ab6ecc93aa98e0d49cfab5baa	FEMALE	"35-49
"	0.445	0.503	0.513	0.658	1.28	147.747	0.796	0.1	0	0.016	36.47912885662432
6	6	6	e390535dd8f6e7b8f56c1f45aa365760	MALE	"35-49
"	0.708	0.865	0.887	0.706	3.434	120.564	0.598	0.602	0	0.021	18.9727463312369
7	7	7	c297b3ecf103e67237c8a42659a178e3	FEMALE	"25-34
"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
8	8	8	491750704cf57fa285716407272c5a56	MALE	"25-34
"	0.529	0.617	0.627	0.743	2.815	108.553	0.412	0.455	0	0.01	33.1769722814499
9	9	9	1110e5330c38f208b2887f55f7296235	FEMALE	"50-64
"	0.8518518518518519	0.9555555555555556	1.0148148148148148	0.11851851851851852	2.3555555555555556	109.4962962962963	0.7555555555555555	0.674074074074074	0	0.07407407407407407	63.018242122719734
10	10	10	3832ba1572727deb24c4969ac0b2587d	FEMALE	"25-34
"	0.8873720136518771	1.1353811149032993	1.1683731513083049	1.3879408418657566	4.771331058020478	140.54835039817974	0.5517633674630261	0.5483503981797497	0	0.022753128555176336	60.47926968429061
11	11	11	00db29c2dc1d87c8f07b72d753f7f2c0	MALE	"35-49
"	0.741	0.993	1.037	0.805	4.52	95.421	0.559	0.637	0	0.019	50.171821305841924
12	12	12	25535d379c3ab7f473305ceace304e8c	MALE	"35-49
"	1.290448343079922	1.5692007797270955	1.6198830409356726	0.8440545808966862	3.134502923976608	111.02923976608187	0.7543859649122807	0.6179337231968811	0	0.025341130604288498	63.7211855104281
13	13	13	11bc4f9bbb9a6a7f1e990281c7e4b29d	MALE	"25-34
"	0.583	0.757	0.79	0.799	3.348	84.083	0.57	0.547	0	0.009	21.50900900900901
14	14	14	0dc5cd49689cd42b3b9e0786b59165bc	FEMALE	"35-49
"	0.752	0.906	0.936	0.032	2.844	137.223	0.978	0.988	0	0.021	45.141065830721004
15	15	15	41c74bff447d5397d817074168496fa9	FEMALE	"50-64
"	0.8105590062111802	0.9037267080745341	0.9316770186335404	0.5652173913043478	2.459627329192547	98.07453416149069	0.7391304347826086	0.45962732919254656	0	0.059006211180124224	0.0
16	16	16	21a3849c161a739c6c7b557ca39ea04e	FEMALE	"65-xx
"	1.946969696969697	2.242424242424242	2.303030303030303	0.4772727272727273	2.484848484848485	125.59848484848484	0.8712121212121212	0.5	0	0.06818181818181818	75.23277467411546
17	17	17	81fd1684d9e48e7dfb3f389e4f0781db	FEMALE	"25-34
"	0.5295295295295295	0.7367367367367368	0.7797797797797797	0.24024024024024024	2.6336336336336337	85.32932932932933	0.8318318318318318	0.42342342342342343	0	0.02002002002002002	47.390396659707726
18	18	18	a837091210532f5e37916bba89654b2d	MALE	"50-64
"	0.667	0.758	0.773	0.027	1.801	110.552	0.947	0.023	0	0.015	57.340473003123606
19	19	19	07d5234843a6d62ae0db4dbcca854c43	FEMALE	"35-49
"	0.7071583514099783	0.920824295010846	0.9425162689804772	0.571583514099783	3.6052060737527114	109.67787418655098	0.6084598698481561	0.5911062906724512	0	0.01843817787418655	52.472089314194584
20	20	20	36b2593435e1bed13eb138c1973c13ed	MALE	"50-64
"	0.849438202247191	1.1775280898876404	1.2314606741573033	0.8314606741573034	3.646067415730337	121.88988764044944	0.6943820224719102	0.6584269662921348	0	0.020224719101123594	54.728074473297404
21	21	21	084693fa3e344e2b5adde98331f2f549	FEMALE	"50-64
"	1.0546075085324231	1.325938566552901	1.3737201365187712	0.9761092150170648	2.8071672354948807	93.52901023890784	0.6109215017064846	0.45563139931740615	0	0.023890784982935155	58.29694323144105
22	22	22	44831f81bb84afa6999392849b85b4f4	FEMALE	"35-49
"	2.3142857142857145	2.5619047619047617	2.619047619047619	0.5904761904761905	1.6666666666666667	143.04761904761904	0.6190476190476191	0.19047619047619047	0	0.11428571428571428	75.0
23	23	23	60959f926480ec1e4a3c8c41071779a1	FEMALE	"50-64
"	1.425	1.5375	1.5375	1.775	2.95	104.175	0.525	0.275	0	0.1375	0.0
24	24	24	8d3d3a9d09bea220b5a99945f57c2910	FEMALE	"25-34
"	0.699	0.968	1.007	0.717	3.202	89.203	0.423	0.508	0	0.013	50.534499514091344
25	25	25	9f66d67322dbc62a5b6ff42867bc3fe1	MALE	"35-49
"	1.2073394495412844	1.3963302752293578	1.4256880733944954	0.45688073394495415	2.020183486238532	133.15229357798165	0.43119266055045874	0.3779816513761468	0	0.029357798165137616	66.0086663456909
26	26	26	52d582497ed56183efaf715e3988b628	FEMALE	"35-49
"	1.0576923076923077	1.1730769230769231	1.1923076923076923	0.9230769230769231	2.6923076923076925	109.07692307692308	0.7692307692307693	0.5384615384615384	0	0.3269230769230769	0.0
27	27	27	3de105c51ab70cbf61df2b36fb5a0fd4	FEMALE	"35-49
"	0.6714116251482799	0.8196915776986952	0.8410438908659549	0.18030842230130487	2.1743772241992882	101.27283511269276	0.8113879003558719	0.6690391459074733	0	0.021352313167259787	47.46646795827124
28	28	28	9329caf2caea60408f9991da66026e3d	MALE	"35-49
"	0.6515151515151515	0.7424242424242424	0.7462121212121212	0.875	2.8636363636363638	109.51515151515152	0.3181818181818182	0.5265151515151515	0	0.03787878787878788	0.0
29	29	29	44be30b800f13facaed7cda823976bf1	FEMALE	"25-34
"	0.3859470468431772	0.46435845213849286	0.49185336048879835	0.23421588594704684	1.824847250509165	65.63136456211812	0.3869653767820774	0.6435845213849287	0	0.009164969450101833	0.0
30	30	30	cefc4df9c5692bdf3d27d2195211c637	FEMALE	"50-64
"	0.8802325581395349	1.0558139534883721	1.0709302325581396	0.872093023255814	2.6965116279069767	85.89883720930233	0.48953488372093024	0.5883720930232558	0	0.0069767441860465115	61.09061090610906
31	31	31	130f9ea58dcdaec12e6faf6d51aef8e9	FEMALE	"35-49
"	1.6176470588235294	1.7352941176470589	1.7647058823529411	1.6764705882352942	2.1176470588235294	121.97058823529412	0.7058823529411765	0.14705882352941177	0	0.19117647058823528	0.0
32	32	32	a8f097700706d240901444bd6bb1813f	MALE	"35-49
"	0.5960346964064436	0.6902106567534076	0.7509293680297398	0.5675340768277571	3.3110285006195785	82.24287484510533	0.5625774473358116	0.7372986369268897	0	0.008674101610904586	71.58828064764842
33	33	33	623a80d7f12ba40bcfa0f02bda2623ba	MALE	"50-64
"	1.348314606741573	1.4157303370786516	1.4157303370786516	0.8764044943820225	2.0898876404494384	118.42696629213484	0.7752808988764045	0.47191011235955055	0	0.06179775280898876	0.0
34	34	34	115e7b931be3d52d35cb8ce2da09a1d7	MALE	"18-24
"	0.85	1.07125	1.095	0.63	2.3875	69.7925	0.51125	0.4475	0	0.0225	61.64459161147903
35	35	35	f97b2cf731bc770023edc37b30c95edd	FEMALE	"35-49
"	1.132	1.248	1.292	2.12	2.576	121.112	0.112	0.184	0	0.048	0.0
36	36	36	5ebce49735b6f475f3825250bb0fb3cd	MALE	"25-34
"	0.6422155688622755	0.7050898203592815	0.7125748502994012	0.3383233532934132	1.7425149700598803	88.42215568862275	0.7485029940119761	0.46706586826347307	0	0.005988023952095809	0.0
37	37	37	7cfe79b18ed7822cea15381e189cac9a	MALE	"25-34
"	0.771948608137045	1.0	1.0428265524625269	0.6349036402569593	2.7034261241970023	76.15524625267666	0.6092077087794433	0.6477516059957173	0	0.021413276231263382	60.24680475980608
38	38	38	6f234b4a1744e80f260f5684433f8598	MALE	"50-64
"	1.6	1.75	1.76	0.82	1.96	132.2	0.78	0.42	0	0.02	0.0
39	39	39	9a2f7bc0677bca12725e25d12dae66d9	FEMALE	"35-49
"	0.768595041322314	0.9752066115702479	1.0113636363636365	0.3925619834710744	4.768595041322314	106.37603305785125	0.15805785123966942	0.47417355371900827	0	0.022727272727272728	60.79920739762219
40	40	40	b040812b4f65cc449ec54699ac764181	MALE	"35-49
"	0.6725543478260869	0.8192934782608695	0.8464673913043478	0.6793478260869565	3.2092391304347827	132.47826086956522	0.75	0.4782608695652174	0	0.020380434782608696	0.0
41	41	41	a1b53e143dcf8699338077548906cb4b	FEMALE	"25-34
"	1.1596638655462186	1.365546218487395	1.3949579831932772	0.8907563025210085	3.226890756302521	111.52100840336135	0.5294117647058824	0.5294117647058824	0	0.07142857142857142	0.0
42	42	42	349e5b801890b1b707635e4970958102	FEMALE	"50-64
"	0.836027713625866	1.0496535796766744	1.0935334872979214	0.9260969976905312	2.4018475750577366	125.17551963048498	0.6789838337182448	0.41916859122401845	0	0.009237875288683603	56.91512279190004
43	43	43	1575e7e1e9b9783b6376c7320dd7658d	MALE	"35-49
"	0.7937937937937938	0.990990990990991	1.011011011011011	0.6926926926926927	3.5595595595595597	112.7977977977978	0.7067067067067067	0.5725725725725725	0	0.012012012012012012	44.347164065473926
44	44	44	47b9e169b20239e563053af72876a791	MALE	"50-64
"	0.616	0.759	0.77	0.033	1.917	91.021	0.848	0.697	0	0.025	49.21491658488714
45	45	45	83ff5fb44444da7a570577d8cca44cb9	MALE	"18-24
"	0.813	1.061	1.092	0.594	3.933	109.194	0.534	0.713	0	0.019	52.230306864916166
46	46	46	717be9f4b9f1232c9302e3e3eff2239c	MALE	"35-49
"	0.5774058577405857	0.6847977684797768	0.7210599721059973	0.4351464435146444	1.404463040446304	103.75174337517434	0.5467224546722455	0.21338912133891214	0	0.008368200836820083	29.396551724137932
47	47	47	24620ebc09712f80a6ab85b877693691	FEMALE	"18-24
"	0.8279702970297029	1.0977722772277227	1.1485148514851484	0.5061881188118812	3.047029702970297	85.10148514851485	0.775990099009901	0.7252475247524752	0	0.02103960396039604	59.41088367448827
48	48	48	1490b985d1bd935ac5973e648c207955	FEMALE	"35-49
"	0.732	0.905	0.925	0.455	2.736	111.896	0.617	0.637	0	0.018	48.535376295628666
49	49	49	9cd9ebf839bf6c5989644b464423cf89	FEMALE	"25-34
"	0.6597938144329897	0.7268041237113402	0.7371134020618557	0.5670103092783505	1.824742268041237	101.98969072164948	0.5154639175257731	0.5567010309278351	0	0.061855670103092786	0.0
50	50	50	19c58d966c96158d1f04032878cba482	FEMALE	"35-49
"	2.5972222222222223	2.9722222222222223	3.0694444444444446	0.75	2.638888888888889	119.33333333333333	0.7083333333333334	0.5277777777777778	0	0.25	71.04477611940298
51	51	51	7a9c09bc841cddf568c10203a19bbee8	FEMALE	"35-49
"	0.5482456140350878	0.6096491228070176	0.6162280701754386	1.0921052631578947	3.4078947368421053	107.4342105263158	0.543859649122807	0.32894736842105265	0	0.02850877192982456	0.0
52	52	52	a72ba4d0b435894d77745d8f3a779337	MALE	"35-49
"	0.692	0.844	0.863	0.183	3.413	100.164	0.147	0.078	0	0.02	53.45285524568393
53	53	53	b389d717abaff153ae94d2c27d58ce21	FEMALE	"25-34
"	3.1346153846153846	3.6923076923076925	3.7115384615384617	0.3076923076923077	3.2884615384615383	99.0	0.8076923076923077	0.75	0	0.09615384615384616	77.22419928825623
54	54	54	cd0da710afd5760211b51fccf55cebc0	MALE	"25-34
"	0.643	0.796	0.825	0.706	2.506	98.336	0.551	0.511	0	0.01	0.24345709068776628
55	55	55	61244154e362cece7e2d3c1139948bde	FEMALE	"25-34
"	0.736	0.923	0.964	0.935	3.134	106.824	0.711	0.5	0	0.005	40.89380105718405
56	56	56	d3fbad0a96845119d5dbd0e772c9fe53	MALE	"50-64
"	0.6903225806451613	0.7612903225806451	0.7645161290322581	0.0064516129032258064	1.7419354838709677	87.2516129032258	0.9483870967741935	0.4129032258064516	0	0.025806451612903226	0.0
57	57	57	2fe79a680117c0471f04f0e15574ff32	MALE	"25-34
"	0.7376811594202899	0.9188405797101449	0.9521739130434783	0.18405797101449275	2.53768115942029	89.1231884057971	0.8072463768115942	0.663768115942029	0	0.010144927536231883	15.295095594347465
58	58	58	71c28d43f222e37b10a8bb25c32f769b	MALE	"35-49
"	0.797	1.043	1.073	0.995	3.961	103.277	0.396	0.784	0	0.013	45.50677061961428
59	59	59	4e100982097898ed43731519079b2624	FEMALE	"35-49
"	1.0241935483870968	1.153225806451613	1.1612903225806452	0.9516129032258065	3.225806451612903	105.03225806451613	0.4838709677419355	0.5967741935483871	0	0.04032258064516129	0.0
60	60	60	f19aeb556421957a652607f44cd0618d	MALE	"25-34
"	0.679	0.893	0.918	0.75	3.353	105.191	0.527	0.429	0	0.014	10.88875809299588
61	61	61	da115f57c51dfd62696dc17819c89c69	FEMALE	"50-64
"	1.1139240506329113	1.2658227848101267	1.3354430379746836	0.8227848101265823	1.7341772151898733	101.69620253164557	0.7341772151898734	0.4430379746835443	0	0.08227848101265822	0.0
62	62	62	29b30793758d86f7106cd2f075389aeb	FEMALE	"25-34
"	2.5568181818181817	3.0568181818181817	3.2954545454545454	0.875	2.5795454545454546	85.55681818181819	0.7159090909090909	0.5568181818181818	0	0.2840909090909091	75.23148148148148
63	63	63	30d04c264517f10e8bc1ff1fa85cc171	MALE	"35-49
"	0.491869918699187	0.5487804878048781	0.5609756097560976	0.6717479674796748	2.4542682926829267	174.6808943089431	0.8841463414634146	0.4105691056910569	0	0.014227642276422764	39.61038961038961
64	64	64	07011b7672dfa64896c4c7b1b41ef95d	FEMALE	"35-49
"	1.8333333333333333	2.2	2.4	1.4666666666666666	3.066666666666667	120.93333333333334	0.6666666666666666	0.26666666666666666	0	0.5	0.0
65	65	65	bca317bab408efbfb850aaf055948e47	FEMALE	"35-49
"	0.723	0.942	0.984	1.161	3.721	92.205	0.226	0.713	0	0.004	51.439435089625206
66	66	66	596e9d456290a697768556b7138a6785	FEMALE	"25-34
"	0.5845070422535211	0.7183098591549296	0.7241784037558685	0.5140845070422535	1.6150234741784038	72.77464788732394	0.24647887323943662	0.4647887323943662	0	0.009389671361502348	0.0
67	67	67	60b7e6f9392c51d9c5ac9322ffd55e34	FEMALE	"25-34
"	0.8188638799571275	1.1039657020364415	1.144694533762058	1.2090032154340835	5.161843515541265	139.63129689174704	0.5423365487674169	0.5026795284030011	0	0.021436227224008574	59.75567190226876
68	68	68	5669fee8a5a0f3379e0bf9821d06b886	MALE	"35-49
"	0.7313131313131314	0.9	0.9212121212121213	0.4595959595959596	3.7707070707070707	148.02727272727273	0.6818181818181818	0.48484848484848486	0	0.005050505050505051	40.85982658959538
69	69	69	0cd4619d5395966996a64d0dd25ab76a	MALE	"25-34
"	0.6676737160120846	0.7915407854984894	0.8036253776435045	0.4471299093655589	1.8126888217522659	107.61027190332327	0.2930513595166163	0.1691842900302115	0	0.0075528700906344415	0.0
70	70	70	11a689d54c4af2394bc91b4003e527f3	MALE	"35-49
"	0.733	0.873	0.895	0.081	2.857	102.455	0.899	0.512	0	0.026	59.60629921259842
71	71	71	ca59762fccbeb8a73f349c99a256a220	MALE	"35-49
"	0.7048192771084337	0.820281124497992	0.8473895582329317	0.030120481927710843	3.28714859437751	134.30722891566265	0.8785140562248996	0.464859437751004	0	0.01606425702811245	55.8295174357168
72	72	72	b4f536c8c69f0fa770a87a84df93ff00	FEMALE	"35-49
"	0.719	0.846	0.882	0.065	2.167	152.417	0.884	0.11	0	0.011	58.46492838780757
73	73	73	4271744f41e075073f75870f64e15ed9	FEMALE	"25-34
"	0.4766734279918864	0.579107505070994	0.6338742393509128	0.3002028397565923	4.04868154158215	79.52332657200812	0.6267748478701826	0.4827586206896552	0	0.0010141987829614604	0.0
74	74	74	5041977a41240fa87c06e5d98500921a	FEMALE	"50-64
"	1.1041666666666667	1.1666666666666667	1.1875	0.9166666666666666	2.8333333333333335	87.25	0.4166666666666667	0.4583333333333333	0	0.0625	0.0
75	75	75	15510d987ae1b8906090db1a62efc5f0	MALE	"35-49
"	0.22899505766062603	0.26194398682042835	0.2833607907742998	0.899505766062603	2.087314662273476	100.43822075782538	0.5601317957166392	0.42833607907743	0	0.011532125205930808	70.85057471264368
76	76	76	01af1cc8a0aad1ba7d237d1144338bc6	FEMALE	"25-34
"	0.6224226804123711	0.7822164948453608	0.8131443298969072	1.2448453608247423	1.6945876288659794	105.84536082474227	0.6533505154639175	0.5128865979381443	0	0.00902061855670103	56.61462612982745
77	77	77	49bdb7f4175a6af1a20fb87610e938dd	MALE	"35-49
"	0.723	0.899	0.909	0.907	2.891	117.94	0.593	0.404	0	0.02	50.13066202090592
78	78	78	c330c997feb912afba713bad6bba2dcb	FEMALE	"25-34
"	0.8142857142857143	0.9142857142857143	1.1571428571428573	1.3428571428571427	3.7142857142857144	107.88571428571429	0.8285714285714286	0.8	0	0.08571428571428572	0.0
79	79	79	da0d0e3527b931bb0bc6f5435003ea2a	MALE	"25-34
"	0.567	0.773	0.807	0.396	1.412	58.157	0.702	0.268	0	0.01	53.223684210526315
80	80	80	7ef4b07863703ef906a27c6cc1ef2cf1	MALE	"25-34
"	0.706060606060606	0.8075757575757576	0.8227272727272728	0.5696969696969697	3.5393939393939395	111.39393939393939	0.6424242424242425	0.4575757575757576	0	0.01818181818181818	0.0
81	81	81	a959267774764d936d94ee292e992fa0	FEMALE	"35-49
"	1.2	1.3	1.3	1.0666666666666667	2.8666666666666667	140.06666666666666	0.4666666666666667	0.3333333333333333	0	0.5	0.0
82	82	82	ebe3d72e3e5ee4a2bb39ebe437ad1235	FEMALE	"35-49
"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
83	83	83	2a51019ad188fecb32cc429c4b4895ed	MALE	"50-64
"	1.3217922606924644	1.6171079429735233	1.64969450101833	1.3258655804480652	3.8513238289205702	128.80448065173115	0.670061099796334	0.43380855397148677	0	0.03665987780040733	60.49883990719258
84	84	84	15bfa35315fb53d6d2116e103e744db2	MALE	"35-49
"	0.8057851239669421	0.8987603305785123	0.9152892561983471	0.3884297520661157	2.425619834710744	93.5909090909091	0.7644628099173554	0.4669421487603306	0	0.06198347107438017	0.0
85	85	85	361a5b6f327d74344f0f8c4cd7c27970	MALE	"25-34
"	0.3430232558139535	0.36191860465116277	0.39825581395348836	0.7921511627906976	2.568313953488372	102.85319767441861	0.39244186046511625	0.5872093023255814	0	0.01308139534883721	70.53401144310236
86	86	86	a69ad6efd8ad2bdd8f82cff2a211246c	MALE	"18-24
"	0.8349056603773585	1.1014150943396226	1.125	0.17688679245283018	3.7464622641509435	102.97995283018868	0.8879716981132075	0.8667452830188679	0	0.007075471698113208	54.1507024265645
87	87	87	74e478007dff9ad57d9457ad742d56af	MALE	"35-49
"	0.678	0.839	0.866	0.81	3.545	125.159	0.528	0.464	0	0.009	16.14219114219114
88	88	88	6904623191a2ed14d61525633a5f5745	MALE	"35-49
"	0.6319218241042345	0.747557003257329	0.7687296416938111	0.4788273615635179	2.50814332247557	103.72964169381108	0.8534201954397395	0.42671009771986973	0	0.011400651465798045	0.0
89	89	89	94caf93e855189a05d5b447b0a283b97	MALE	"35-49
"	0.45093457943925236	0.5	0.5327102803738317	0.8481308411214953	2.116822429906542	91.3785046728972	0.4369158878504673	0.46261682242990654	0	0.018691588785046728	69.05801621958827
90	90	90	5d37a3f93178969523645e39a0cc8765	MALE	"35-49
"	0.756	0.98	1.008	0.889	1.848	98.393	0.396	0.355	0	0.015	48.52880232076254
91	91	91	15da7a31e797260960cbf04350085241	FEMALE	"25-34
"	1.105263157894737	1.2105263157894737	1.25	0.02631578947368421	1.6973684210526316	57.88157894736842	0.7894736842105263	0.9868421052631579	0	0.05263157894736842	73.20261437908496
92	92	92	ef8f4e9239e3511c06872ab3cd2f353d	MALE	"35-49
"	0.541	0.655	0.696	0.884	1.954	119.478	0.728	0.38	0	0.022	43.07574598316756
93	93	93	6a377f646423ce1136bce7906e225e6a	FEMALE	"35-49
"	1.3709677419354838	1.5806451612903225	1.5806451612903225	1.4838709677419355	3.096774193548387	118.09677419354838	0.6774193548387096	0.1935483870967742	0	0.20967741935483872	0.0
94	94	94	d06938831492a48c70d30cebf98f7376	FEMALE	"25-34
"	0.643	0.807	0.827	1.338	2.715	97.072	0.656	0.665	0	0.015	51.501723289020184
95	95	95	439c1284e6c3d9000f1ac2ac4df45641	FEMALE	"35-49
"	0.798	1.017	1.05	1.045	2.726	118.493	0.665	0.514	0	0.004	44.723420949391915
96	96	96	8de2105c1c2af55efadd26c38d57a6d7	FEMALE	"35-49
"	1.15	1.265	1.29	1.19	2.09	104.8	0.6	0.36	0	0.035	0.0
97	97	97	1615a8f53c2f674adbec6829fa99e52e	MALE	"35-49
"	0.698	0.828	0.851	0.024	2.283	116.986	0.231	0.964	0	0.009	53.88552815262913
98	98	98	5c23cde33163f2ad77c2e7a63814811b	FEMALE	"35-49
"	0.688	0.895	0.978	1.294	3.398	117.557	0.495	0.63	0	0.011	39.77929584866001
99	99	99	54ae8d1820c6f6c78ca29313dc0c0428	FEMALE	"35-49
"	0.9230769230769231	1.0256410256410255	1.0384615384615385	2.58974358974359	3.230769230769231	112.6923076923077	0.5641025641025641	0.6923076923076923	0	0.15384615384615385	0.0
100	100	100	960c08e2ef0351c0bb50e4a109246880	FEMALE	"25-34
"	0.9513888888888888	1.0625	1.0972222222222223	0.4722222222222222	2.2777777777777777	95.11111111111111	0.7638888888888888	0.5416666666666666	0	0.027777777777777776	0.0
101	101	101	2b008cd4452e21f9e8ca50417c27de2a	MALE	"50-64
"	0.787	1.007	1.034	0.455	3.863	93.181	0.66	0.66	0	0.015	46.634436593529195
102	102	102	52aaad35ca8012830a81d2f5a0799df7	FEMALE	"25-34
"	0.8215767634854771	1.04149377593361	1.0816044260027662	0.43706777316735823	3.4301521438450897	111.29183955739973	0.7786998616874136	0.665283540802213	0	0.029045643153526972	56.580732700135684
103	103	103	415e74d3bc6d91f2a623c34b596c1703	FEMALE	"50-64
"	1.476340694006309	1.750788643533123	1.8107255520504733	0.0694006309148265	2.2492113564668768	108.8044164037855	0.8138801261829653	0.807570977917981	0	0.0031545741324921135	59.36254980079681
104	104	104	bdf01756be5835c7085edc652e5e166b	MALE	"35-49
"	1.112044817927171	1.3529411764705883	1.3837535014005602	0.4887955182072829	3.1218487394957983	125.56022408963585	0.6778711484593838	0.46218487394957986	0	0.028011204481792718	54.84394000810702
105	105	105	5c7304d9543740c317a0d1e0b692b890	MALE	"35-49
"	0.6409921671018277	0.7885117493472585	0.8054830287206266	0.9033942558746736	3.4699738903394257	102.48041775456919	0.4308093994778068	0.4804177545691906	0	0.031331592689295036	0.0
106	106	106	d320d1ee442f41642f67da69343c1b02	FEMALE	"35-49
"	0.7525150905432596	0.9899396378269618	1.0492957746478873	0.08853118712273642	2.5995975855130786	115.27364185110665	0.8853118712273642	0.738430583501006	0	0.012072434607645875	51.56709108716944
107	107	107	d9ee6cc0a5712fbe4c4d06465ab5b939	MALE	"25-34
"	0.7361751152073732	0.9297235023041475	0.9585253456221198	0.7465437788018433	4.721198156682028	114.43548387096774	0.12211981566820276	0.7119815668202765	0	0.02534562211981567	0.0
108	108	108	97876a6b94536deb4c5583f9a756ab72	MALE	"18-24
"	0.646	0.803	0.837	0.629	2.398	92.99	0.945	0.485	0	0.014	57.702582368655385
109	109	109	e1b03a25e9d639ce79cd3779e117b60e	MALE	"50-64
"	0.6976744186046512	0.7848837209302325	0.8546511627906976	0.627906976744186	3.255813953488372	80.22093023255815	0.7325581395348837	0.32558139534883723	0	0.046511627906976744	0.0
110	110	110	247785669a51715032b120566812f2a9	FEMALE	"35-49
"	1.0702479338842976	1.274793388429752	1.3016528925619835	0.43388429752066116	3.822314049586777	118.88842975206612	0.8099173553719008	0.47107438016528924	0	0.0371900826446281	0.0
111	111	111	4687f84cb54bda94350da7f67e51a823	FEMALE	"35-49
"	0.8703241895261845	1.1384039900249376	1.1783042394014962	1.1695760598503742	3.71571072319202	95.08852867830424	0.19451371571072318	0.5910224438902744	0	0.014962593516209476	63.41463414634146
